일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2018-08-09",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-09",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-09",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-09",KOC,"25,000",0,"0.00","0","0","0","13,218","333,816,000","25,255"
"2018-08-08",KAU17,"21,600",0,"0.00","0","0","0","4,839","104,522,400","21,600"
"2018-08-08",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-08",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-08",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-08",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-08-07",KAU17,"21,600",-100,"-0.46","21,500","21,700","21,500","61,445","1,329,328,700","21,634"
"2018-08-07",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-07",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-07",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-07",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-08-06",KAU17,"21,700",0,"0.00","22,600","22,600","21,700","17,981","392,269,800","21,816"
"2018-08-06",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-06",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-06",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-06",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-08-03",KAU17,"21,700",0,"0.00","21,700","21,700","21,700","20,533","445,566,100","21,700"
"2018-08-03",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-03",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-03",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-03",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-08-02",KAU17,"21,700",-300,"-1.36","23,000","23,000","21,700","2,945","64,611,000","21,939"
"2018-08-02",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-02",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-02",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-02",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-08-01",KAU17,"22,000",-500,"-2.22","22,000","22,000","22,000","868","19,096,000","22,000"
"2018-08-01",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-08-01",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-01",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-08-01",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-31",KAU17,"22,500",-200,"-0.88","22,500","22,700","22,500","57,150","1,262,433,000","22,090"
"2018-07-31",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-31",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-31",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-31",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-30",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","14,062","319,207,400","22,700"
"2018-07-30",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-30",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-30",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-30",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-27",KAU17,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-27",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-27",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-27",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-27",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-26",KAU17,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-26",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-26",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-26",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-26",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-25",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","10,420","236,534,000","22,700"
"2018-07-25",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-25",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-25",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-25",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-24",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","4,744","107,688,800","22,700"
"2018-07-24",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-24",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-24",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-24",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-23",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","8,643","196,196,100","22,700"
"2018-07-23",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-23",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-23",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-23",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-20",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","12,000","272,400,000","22,700"
"2018-07-20",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-20",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-20",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-20",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-19",KAU17,"22,700",0,"0.00","22,700","22,700","22,700","12,000","272,400,000","22,700"
"2018-07-19",KAU18,"22,700",0,"0.00","0","0","0","0","0","0"
"2018-07-19",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-19",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-19",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-18",KAU17,"22,700",-2500,"-9.92","23,000","23,000","22,700","6,000","136,500,000","22,750"
"2018-07-18",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-18",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-18",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-18",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-17",KAU17,"25,200",-2800,"-10.00","25,200","25,200","25,200","20,000","504,000,000","25,200"
"2018-07-17",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-17",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-17",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-17",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-16",KAU17,"28,000",0,"0.00","0","0","0","19,960","558,880,000","28,000"
"2018-07-16",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-16",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-16",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-16",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-07-13",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-13",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-13",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-13",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-13",KOC,"25,000",-800,"-3.10","0","0","0","0","0","0"
"2018-07-12",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-12",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-12",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-12",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-12",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-11",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-11",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-11",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-11",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-11",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-10",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-10",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-10",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-10",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-10",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-09",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-09",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-09",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-09",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-09",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-06",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-06",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-06",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-06",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-06",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-05",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-05",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-05",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-05",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-05",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-04",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-04",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-04",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-04",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-04",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-03",KAU17,"28,000",0,"0.00","0","0","0","0","0","0"
"2018-07-03",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-03",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-03",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-03",KOC,"25,800",0,"0.00","0","0","0","0","0","0"
"2018-07-02",KAU17,"28,000",0,"0.00","25,200","28,000","25,200","2","53,200","26,600"
"2018-07-02",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-07-02",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-02",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-07-02",KOC,"25,800",-200,"-0.77","0","0","0","0","0","0"
"2018-06-29",KAU17,"28,000",1750,"6.67","28,500","28,850","28,000","102,855","2,882,423,900","28,024"
"2018-06-29",KAU18,"26,250",0,"0.00","0","0","0","0","0","0"
"2018-06-29",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-29",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-29",KOC,"26,000",1500,"6.12","26,000","26,000","26,000","2,545","66,170,000","26,000"
"2018-06-28",KAU17,"26,250",2350,"9.83","22,500","26,250","22,500","50,014","1,246,158,150","24,916"
"2018-06-28",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-28",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-28",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-28",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-27",KAU17,"23,900",900,"3.91","22,700","23,900","22,700","3,724","86,502,800","23,228"
"2018-06-27",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-27",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-27",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-27",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-26",KAU17,"23,000",1050,"4.78","22,000","23,000","22,000","37,753","842,834,200","22,325"
"2018-06-26",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-26",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-26",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-26",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-25",KAU17,"21,950",350,"1.62","21,700","21,950","21,700","71,996","1,555,135,850","21,600"
"2018-06-25",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-25",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-25",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-25",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-22",KAU17,"21,600",0,"0.00","21,600","21,600","21,550","161,217","3,481,001,750","21,592"
"2018-06-22",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-22",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-22",KCU18,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-22",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-21",KAU17,"21,600",50,"0.23","21,500","21,700","21,500","262,584","5,659,704,750","21,554"
"2018-06-21",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-21",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-21",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-20",KAU17,"21,550",-150,"-0.69","21,600","21,700","21,550","30,098","649,049,650","21,565"
"2018-06-20",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-20",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-20",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-19",KAU17,"21,700",0,"0.00","21,800","21,800","21,700","64,121","1,394,637,800","21,750"
"2018-06-19",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-19",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-19",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-18",KAU17,"21,700",200,"0.93","21,700","21,700","21,700","19,500","423,150,000","21,700"
"2018-06-18",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-18",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-18",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-15",KAU17,"21,500",0,"0.00","21,500","21,500","21,200","206,687","4,449,908,700","21,530"
"2018-06-15",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-15",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-15",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-14",KAU17,"21,500",0,"0.00","21,300","21,500","21,300","43,316","929,294,000","21,454"
"2018-06-14",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-14",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-14",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-12",KAU17,"21,500",0,"0.00","21,500","21,500","21,200","230,767","5,037,858,200","21,831"
"2018-06-12",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-12",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-12",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-11",KAU17,"21,500",-200,"-0.92","21,500","21,600","21,300","204,947","4,402,375,200","21,481"
"2018-06-11",KAU18,"22,800",0,"0.00","0","0","0","29,000","609,000,000","21,000"
"2018-06-11",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-11",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-08",KAU17,"21,700",-500,"-2.25","21,800","21,800","21,700","513,106","11,306,286,200","22,035"
"2018-06-08",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-08",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-08",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-07",KAU17,"22,200",-450,"-1.99","22,500","22,500","22,200","219,351","4,906,788,200","22,370"
"2018-06-07",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-07",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-07",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-05",KAU17,"22,650",-150,"-0.66","23,000","23,000","22,600","915,035","20,677,521,250","22,598"
"2018-06-05",KAU18,"22,800",0,"0.00","0","0","0","0","0","0"
"2018-06-05",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-05",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-04",KAU17,"22,800",-200,"-0.87","22,800","23,000","22,800","4,834,386","108,758,499,400","22,497"
"2018-06-04",KAU18,"25,300",0,"0.00","0","0","0","0","0","0"
"2018-06-04",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-04",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-06-01",KAU17,"23,000",-200,"-0.86","24,350","24,350","23,000","296,256","6,601,902,650","22,284"
"2018-06-01",KAU18,"25,300",0,"0.00","0","0","0","0","0","0"
"2018-06-01",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
"2018-06-01",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-05-31",KAU17,"23,200",50,"0.22","22,500","23,200","22,500","393,389","8,987,177,000","22,846"
"2018-05-31",KAU18,"25,300",0,"0.00","0","0","0","0","0","0"
"2018-05-31",KCU17,"21,800",0,"0.00","0","0","0","0","0","0"
